sample	unit	lib	platform	fq1	fq2
L24x244	P36454_203.3	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_203/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_203_S207_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_203/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_203_S207_L003_R2_001.fastq.gz
L24x244	P36454_203.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_203/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_203_S207_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_203/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_203_S207_L002_R2_001.fastq.gz
L24x244	P36454_203.4	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_203/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_203_S207_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_203/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_203_S207_L004_R2_001.fastq.gz
L23x371	P36454_189.4	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_189/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_189_S199_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_189/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_189_S199_L004_R2_001.fastq.gz
L23x371	P36454_189.2	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_189/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_189_S199_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_189/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_189_S199_L002_R2_001.fastq.gz
L23x371	P36454_189.3	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_189/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_189_S199_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_189/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_189_S199_L003_R2_001.fastq.gz
L23x105	P36454_188.4	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_188/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_188_S198_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_188/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_188_S198_L004_R2_001.fastq.gz
L23x105	P36454_188.3	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_188/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_188_S198_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_188/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_188_S198_L003_R2_001.fastq.gz
L23x105	P36454_188.2	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_188/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_188_S198_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_188/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_188_S198_L002_R2_001.fastq.gz
22x145	P36454_309.2	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_309/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_309_S307_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_309/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_309_S307_L002_R2_001.fastq.gz
22x145	P36454_309.4	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_309/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_309_S307_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_309/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_309_S307_L004_R2_001.fastq.gz
22x145	P36454_309.3	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_309/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_309_S307_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_309/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_309_S307_L003_R2_001.fastq.gz
L24x137	P36454_202.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_202/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_202_S206_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_202/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_202_S206_L002_R2_001.fastq.gz
L24x137	P36454_202.3	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_202/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_202_S206_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_202/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_202_S206_L003_R2_001.fastq.gz
L24x137	P36454_202.4	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_202/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_202_S206_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_202/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_202_S206_L004_R2_001.fastq.gz
24x1458	P36454_371.2	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_371/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_371_S369_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_371/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_371_S369_L002_R2_001.fastq.gz
24x1458	P36454_371.3	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_371/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_371_S369_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_371/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_371_S369_L003_R2_001.fastq.gz
24x1458	P36454_371.4	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_371/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_371_S369_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_371/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_371_S369_L004_R2_001.fastq.gz
L24x425	P36454_205.3	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_205/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_205_S209_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_205/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_205_S209_L003_R2_001.fastq.gz
L24x425	P36454_205.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_205/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_205_S209_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_205/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_205_S209_L002_R2_001.fastq.gz
L24x425	P36454_205.4	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_205/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_205_S209_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_205/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_205_S209_L004_R2_001.fastq.gz
23x1072	P36454_330.3	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_330/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_330_S328_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_330/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_330_S328_L003_R2_001.fastq.gz
23x1072	P36454_330.2	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_330/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_330_S328_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_330/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_330_S328_L002_R2_001.fastq.gz
23x1072	P36454_330.4	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_330/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_330_S328_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_330/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_330_S328_L004_R2_001.fastq.gz
23x272	P36454_156.3	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_156/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_156_S166_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_156/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_156_S166_L003_R2_001.fastq.gz
23x272	P36454_156.4	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_156/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_156_S166_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_156/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_156_S166_L004_R2_001.fastq.gz
23x272	P36454_156.2	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_156/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_156_S166_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_156/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_156_S166_L002_R2_001.fastq.gz
23x274	P36454_158.2	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_158/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_158_S168_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_158/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_158_S168_L002_R2_001.fastq.gz
23x274	P36454_158.4	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_158/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_158_S168_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_158/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_158_S168_L004_R2_001.fastq.gz
23x274	P36454_158.3	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_158/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_158_S168_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_158/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_158_S168_L003_R2_001.fastq.gz
L23x4	P36454_187.4	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_187/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_187_S197_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_187/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_187_S197_L004_R2_001.fastq.gz
L23x4	P36454_187.3	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_187/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_187_S197_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_187/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_187_S197_L003_R2_001.fastq.gz
L23x4	P36454_187.2	 P36454P1   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_187/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_187_S197_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_187/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_187_S197_L002_R2_001.fastq.gz
24x1074	P36454_335.3	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_335/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_335_S333_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_335/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_335_S333_L003_R2_001.fastq.gz
24x1074	P36454_335.4	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_335/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_335_S333_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_335/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_335_S333_L004_R2_001.fastq.gz
24x1074	P36454_335.2	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_335/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_335_S333_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_335/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_335_S333_L002_R2_001.fastq.gz
24x18	P36454_209.4	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_209/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_209_S213_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_209/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_209_S213_L004_R2_001.fastq.gz
24x18	P36454_209.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_209/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_209_S213_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_209/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_209_S213_L002_R2_001.fastq.gz
24x18	P36454_209.3	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_209/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_209_S213_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_209/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_209_S213_L003_R2_001.fastq.gz
L24x132	P36454_208.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_208/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_208_S212_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_208/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_208_S212_L002_R2_001.fastq.gz
L24x132	P36454_208.4	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_208/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_208_S212_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_208/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_208_S212_L004_R2_001.fastq.gz
L24x132	P36454_208.3	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_208/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_208_S212_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_208/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_208_S212_L003_R2_001.fastq.gz
24x1475	P36454_372.2	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_372/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_372_S370_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_372/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_372_S370_L002_R2_001.fastq.gz
24x1475	P36454_372.3	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_372/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_372_S370_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_372/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_372_S370_L003_R2_001.fastq.gz
24x1475	P36454_372.4	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_372/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_372_S370_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_372/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_372_S370_L004_R2_001.fastq.gz
22x875	P36454_229.3	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_229/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_229_S233_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_229/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_229_S233_L003_R2_001.fastq.gz
22x875	P36454_229.4	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_229/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_229_S233_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_229/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_229_S233_L004_R2_001.fastq.gz
22x875	P36454_229.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_229/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_229_S233_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_229/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_229_S233_L002_R2_001.fastq.gz
L23x581	P36454_391.3	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_391/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_391_S389_L003_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_391/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_391_S389_L003_R2_001.fastq.gz
L23x581	P36454_391.2	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_391/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_391_S389_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_391/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_391_S389_L002_R2_001.fastq.gz
L23x581	P36454_391.4	 P36454P3   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_391/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_391_S389_L004_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_391/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_391_S389_L004_R2_001.fastq.gz
L24x113	P36454_213.2	 P36454P2   	ILLUMINA	../../RawData/lcNGS_2025/files/P36454/P36454_213/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_213_S217_L002_R1_001.fastq.gz	../../RawData/lcNGS_2025/files/P36454/P36454_213/02-FASTQ/20250916_LH00202_0275_B233JYLLT4/P36454_213_S217_L002_R2_001.fastq.gz
